question,answer
"Tôi không nộp được tiền tại ATM, tôi cần phải làm gì?","Hiện nay VCB đang cung cấp loại máy ATM có thẻ thực hiện giao dịch nộp tiền trực tiếp tại máy.
Danh sách địa chỉ điểm đặt R-ATM:
1. Tầng 01, số 198 Trần Quang Khải, Quận Hoàn Kiếm, TP Hà Nội
2. Số 11B Cát Linh, Đống Đa, TP Hà Nội
3. Số 01 Thái Hà, Đống Đa, TP Hà Nội
4. Số​​​​ ​​​​11 Láng Hạ,phường Thành Công, quận Ba Đình, thành phố Hà Nội
5. Số​​​​ 564 Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Thành Phố Hà Nội
6. Số​​​​ 140-142 Lê Lợi, Quận Hải Châu, TP Đà Nẵng
7. Số​​​​ 17 Quang Trung, Nha Trang, Khánh Hòa
8. Chợ đầu mối Bình Điền, Đại Lộ Nguyễn Văn Linh, Quận 8, TP HCM
9. Số​​​​ 23 Nguyễn Hữu Thọ, Q.7 HCM
10. Số 72 Phạm Ngọc Thạch, Q 3 HCM
11. 50A Đường Đặng Văn Bi, P.Bình Thọ, TP Thủ Đức
12. Số 13 Kỳ Đồng, Q.3, TP HCM
Trong trường hợp KH không thực hiện được giao dịch, vui lòng đến điểm giao dịch VCB gần nhất để thực hiện GD và được hỗ trợ"
"Khi mất thẻ, tôi phải làm gì? Trường hợp tôi vẫn muốn sử dụng thẻ, tôi phải làm gì?","1. Trong trường hợp Quý khách bị mất thẻ, quý khách thực hiện khóa thẻ khẩn cấp theo các cách sau: (1) Gửi SMS đến tổng đài 6167 (2) VCB Digibank trên ứng dụng mobile (3) VCB Digibank trên trình duyệt web(4) Hệ thống khóa thẻ tự động IVR qua tổng đài 1900545413 (đối với khách hàng thường) hoặc 18001565 (đối với KH ưu tiên)  (5) Điện thoại hotline 24/7 số 1900545413 (đối với khách hàng thường) hoặc 18001565 (đối với KH ưu tiên) (6) Tại các điểm giao dịch Vietcombank. Chi tiết các cách khóa thẻ
tại đây.
2. Để tiếp tục sử dụng thẻ, Quý khách có thể truy cập ứng dụng Digibank, chọn chức năng ""Phát hành/chuyển đổi thẻ"" tại mục ""Dịch vụ thẻ"" để đăng ký phát hành lại thẻ. Trường hợp Quý khách sử dụng thẻ tín dụng hoặc không đăng ký sử dụng ứng dụng Digibank, vui lòng đến PGD/CN VCB để thực hiện phát hành lại thẻ"
"Khi thực hiện giao dịch tại ATM của VCB, tôi thấy ATM có dấu hiệu bị phá hoại, mất thiết bị che bàn phím, khe đọc thẻ kẹt…, tôi phải làm gì?","Trường hợp Quý khách nhận thấy ATM có dấu hiệu bất thường, Quý khách vui lòng ngừng giao dịch và hỗ trợ thông báo ngay cho VCB thông qua tổng đài 1900545413 (đối với khách hàng thường) hoặc 18001565 (đối với KH ưu tiên) hoặc CN/PGD VCB gần nhất​​​​."
"Khi bị mất thẻ, tôi có thể báo khóa thẻ qua VCB thông qua những hình thức nào?","Cách 1
: Gửi tin nhắn SMS tới tổng đài 6167 theo cú pháp:
- VCB KT TOANBO: khóa toàn bộ thẻ tại VCB
- VCB KT VISA           khóa toàn bộ thẻ tại VCB
- VCB KT MASTER      khóa toàn bộ thẻ tại VCB
- VCB KT AMEX          khóa toàn bộ thẻ tại VCB
- VCB KT JCB              khóa toàn bộ thẻ tại VCB
- VCB KT UNIONPAY  khóa toàn bộ thẻ tại VCB
- VCB KT NOIDIA       khóa toàn bộ thẻ tại VCB
Lưu ý: Trường hợp không nhớ cú pháp cụ thể, KH soạn tin nhắn theo cú pháp VCB HELP gửi đên tổng đài 6167 để được hướng dẫn​​​​
Cách 2
:Truy cập ứng dụng VCB Digibank->  mục Dịch vụ thẻ-> Dịch vụ thẻ khác: Khóa thẻ
Cách 3
: Đăng nhập VCB Digibank trên trình duyệt web: mục Dịch vụ thẻ -> Dịch vụ thẻ khác-> Khóa thẻ tạm thời
Cách 4
: Khách hàng gọi điện đến tổng đàim 1900545413, nhấn phím 1>>1>>1>>1 và làm theo hướng dẫn
Cách 5
:Khách hàng gọi điện đến tổng đài 1900545413 >> Kết nối với nhân viên trực và yêu cầu khóa thẻ.
Cách 6
: Khách hàng trực tiếp ra các điểm giao dịch của Vietcombank để yêu cầu khóa thẻ."
Thời gian tra soát đối với giao dịch khiếu nại tại ATM là bao lâu?,"​
Giao dịch tại hệ thống
Thời gian tối đa tiếp nhận khiếu nại từ KH (kể từ ngày giao dịch(*)
Thời gian tối đa phản hồi kết quả tra soát (kể từ ngày KH khiếu nại) (*)
Thẻ ghi nợ nội địa
Thẻ quốc tế
Thẻ ghi nợ nội địa
Thẻ quốc tế
ATM/POS
ATM/POS
ATM
POS
ATM/POS
Vietcombank
100
60
7
12
12
Ngân hàng khác
100
60
7
15
50
(*) Đơn vị: ngày làm việc"
"Tôi không mang thẻ ATM, tôi có thể rút tiền tại ATM của Vietcombank không?","Khách hàng có thể thực hiện rút tiền bằng mã QR sau khi sử dụng dịch vụ Digibank mà không cần phải mang theo thẻ.
B1: Khách hàng lựa chọn ""Rút tiền mặt bằng mã QR"" trên ATM của Vietcombank
B2: Đăng nhập ứng dụng VCB Digibank, chọn chức năng ""Rút tiền mặt bằng mã QR"" tại mục ""Dịch vụ thẻ"" => ""Dịch vụ thẻ khác"" => ""Rút tiền mặt bằng mã QR""
B3: Đưa camera vào vùng chứa mã QR trên màn hình ATM, mã QR sẽ được quét tự động
B4: Trên màn hình, khách hàng lựa chọn nguồn thẻ để rút tiền, nhập số tiền cần rút và ấn Xác nhận
B5: Trên màn hình ATM nhập mã PIN của thẻ ATM đã chọn.
B6: Hệ thống kiểm tra mã PIN khách hàng đã nhập, nếu mã PIN chính xác ATM nhả tiền và hoàn thành giao dich.​​​​"
"Tôi là chủ thẻ VCB, tôi phải làm gì khi gặp sự cố rút tiền kém chất lượng (tiền bị rách, mất góc) tại máy ATM",​'KH liên hệ với  CN/PGD VCB gần nhất để được đổi lại tiền mới miễn phí.​​​​
"Tôi là chủ thẻ VCB, khi thực hiện giao dịch rút tiền, do sơ suất, tôi đã không nhận đủ số tiền ATM nhả ra, tôi có bị mất tiền không? Tôi phải làm gì để nhận lại tiền thiếu?","KH liên hệ qua tổng đài 1900545413 (đối với khách hàng thường) hoặc 18001565 (đối với KH ưu tiên) hoặc qua CN/PGD VCB gần nhất hoặc truy cập ứng dụng VCB Digibank để thực hiện tra soát. Trường hợp giao dịch thực hiện tại ATM của VCB, Vietcombank sẽ tiến hành kiểm tra tình trạng giao dịch và kiểm quỹ ATM. Nếu số tiền KH chưa nhận được đã được ATM thu hồi, VCB sẽ kiểm tra và hoàn trả tiền cho KH. Trường hợp giao dịch thực hiện tại ATM của Ngân hàng khác, VCB sẽ thực hiện gửi tra soát tới Ngân hàng quản lý máy ATM cho KH và phản hồi kết quả xử lý cho KH trong thời hạn quy định."
Tôi phải làm gì khi gặp sự cố đang rút tiền ATM bị thông báo thẻ không hợp lệ?,"Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố rút tiền không thành công tại máy ATM, Quý khách vui lòng liên hệ qua tổng đài 1900545413 hoặc CN/PGD VCB gần nhất để thực hiện hỗ trợ​"
"Khi tôi đang thực hiện giao dịch rút tiền tại ATM VCB, đột ngột bị mất điện, tôi phải làm gì để lấy tiền và thẻ của tôi?","​- Trong vòng 30 ngày kể từ ngày thẻ bị thu giữ, Khách hàng liên hệ tới SĐT được ghi trên máy ATM; hoặc PGD/CN có đặt máy ATM giữ thẻ để yêu cầu hỗ trợ trả lại thẻ.
- Sau thời hạn nêu trên nếu khách hàng không liên hệ nhận lại bị thẻ nuốt,  VCB sẽ khóa hủy thẻ và phát hành lại thẻ thay thế cho Khách hàng, Khách hàng liên hệ VCB để làm thủ tục phát hành lại thẻ.  Đối với thẻ tín dụng liên hệ chi nhánh đã phát hành trước đây; đối với thẻ ghi nợ liên hệ tại bất kỳ CN/PGD nào của VCB để được phục vụ.
- Qúy khách vui lòng liên hệ qua tổng đài 1900545413 hoặc CN/PGD VCB gần nhất để thực hiện tra soát"
"Tôi đến điểm giao dịch ATM VCB quen thuộc để giao dịch, tuy nhiên đến nơi tôi phát hiện ATM bị ngừng phục vụ. Tôi cần làm gì để lấy thông tin điểm ATM gần nhất nơi tôi đang đứng?",​Trong trường hợp Quý khách là chủ thẻ VCB Quý khách vui lòng liên hệ qua tổng đài 1900545413 hoặc ứng dụng VCB Digital Bank để tìm kiếm địa chỉ ATM gần nhất.
"Tôi là chủ thẻ VCB, khi thực hiện giao dịch rút tiền mặt bằng QR code, giao dịch không thành công nhưng tôi vẫn nhận được tin nhắn thông báo trừ tiền? Tôi phải làm gì để được hoàn lại tiền?","​TH nếu không nhận được tin nhắn thông báo hủy giao dịch rút tiền của VCB, Quý khách vui lòng liên hệ qua tổng đài 1900545413 hoặc qua CN/PGD VCB gần nhất để thực hiện tra soát."
"Tôi là chủ thẻ VCB, khi thực hiện giao dịch rút tiền bằng QR Code, do sơ suất, tôi đã nhập sai số PIN quá số lần quy định, tôi có bị khóa thẻ không?",​Quý khách sẽ bị khóa thẻ nếu nhập sai PIN quá số lần quy định. Quý khách có thể qua CN/PGD VCB gần nhất để được hỗ trợ. ​​​​
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tại máy ATM,​​​​KH liên hệ với Tổng đài 1900545413 hoặc CN/PGD VCB bất kì để được hỗ trợ
Tôi có thể sử dụng dịch vụ rút tiền mặt bằng mã QR tại ATM không?,"​​​​
Quý khách có thể thực hiện rút tiền mặt bằng mã QR (rút tiền không cần sử dụng thẻ vật lý) với điều kiện.
Quý khách đã đăng ký và sử dụng dịch vụ VCB Digibank của VCB.
Vui lòng tham khảo các bước hướng dẫn thực hiện dịch vụ rút tiền mặt bằng mã QR
tại đây
."
Tôi có thể sử dụng thẻ ghi nợ nội địa Vietcombank để rút tiền mặt bằng mã QR không?,"​​​​
Quý khách có thể sử dụng thẻ ghi nợ nội địa Vietcombank để thực hiện rút tiền mặt bằng mã QR (rút tiền không cần sử dụng thẻ vật lý) với điều kiện Quý khách đã đăng ký và sử dụng dịch vụ VCB Digibank của VCB.
Vui lòng tham khảo các bước Hướng dẫn thực hiện rút tiền mặt bằng mã QR
tại đây"
VCB có quy định hạn mức đối với các loại giao dịch được thực hiện trên ATM hay không? Hạn mức đó là bao nhiêu?,"​
VCB có quy định đối với các giao dịch trên máy ATM (gồm: hạn mức rút tiền mặt, hạn mức chuyển khoản, hạn mức chuyển tiền liên ngân hàng qua thẻ) phụ thuộc vào từng loại thẻ. Cụ thể như sau:
1. Đối với thẻ ghi nợ nội địa Vietcombank Connect 24: Hạn mức giao dịch trên ATM được quy định
tại đây
2. Đối với thẻ ghi nợ quốc tế Visa Platinum: được quy định
tại đây
3. Đối với các thẻ ghi nợ quốc tế khác: được quy định
tại đây
4. Đối với thẻ tín dụng quốc tế: Hạn mức rút tiền mặt là 100% hạn mức tín dụng được cấp và tối đa 10 triệu VNĐ/ giao dịch. Đối với rút tiền mặt tại nước ngoài, hạn mức tối đa 1 ngày là 30 triệu VNĐ."
"Khi thực hiện thanh toán vé máy bay trả sau của Vietnamairlines, giao dịch trên màn hình báo lỗi nhưng tài khoản vẫn bị trừ tiền, không nhận được vé từ VNA? Tôi có cần phải thực hiện thanh toán lại hay không?","​'KH không thực hiện thanh toán lại để tránh trường hợp ghi nợ 2 lần trong tài khoản mà cần thực hiện các bước như sau:
1. Liên hệ trực tiếp với tổng đài/phòng vé Vietnamairlines để kiểm tra chính xác tình trạng đặt chỗ của KH.
2. Liên hệ với CN VCB/VCC để thực hiện yêu cầu tra soát giao dịch.
Sau khi có kết quả tra soát từ phía đối tác, nếu giao dịch thành công, VNA đã nhận được tiền và xuất vé cho KH. VCB sẽ thông báo lại cho Kh về tình trạng vé đã được xuất thành công. Nếu giao dịch không thành công, VNA không nhận được tiền, VCB sẽ thông báo hoàn tiền vào tài khoản cho KH​​​​"
"Khi tôi thanh toán nhầm mã phí bảo hiểm, tôi cần làm gì để nhận lại tiền?","​Trong trường hợp khách hàng thanh toán nhầm Mã khách hàng của đơn vị bảo hiểm. KH thực hiện tra soát tại quầy giao dịch, Vietcombank sẽ liên hệ với đơn vị bảo hiểm để xác nhận thông tin. Nếu đơn vị bảo hiểm xác nhận giao dịch thanh toán nhầm, đồng ý hoàn trả, VCB sẽ hoàn trả lại số tiền trên vào tài khoản khách hàng.​​​​"
"Tôi phải làm gì khi gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản vẫn bị trừ tiền (rút tiền không thành công, thanh toán hóa đơn không thành công, chuyển tiền nhanh từ thẻ qua thẻ không thành công…)?","​Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố giao dịch không thành công tại ATM nhưng tài khoản bị trừ tiền, Qúy khách có thể thực hiện tra soát với VCB qua các cách sau:
- Tổng đài 1900545413
- CN/PGD VCB bất kì
- Truy cập ứng dụng Digibank, chọn mục Tra soát trực tuyến ->Lập yêu cầu tra soát->Chọn hình thức giao dịch từ thẻ ghi nợ hoặc thẻ tín dụng"
Tôi có phải trả phí khi thực hiện vấn tin tài khoản hoặc in chứng từ vấn tin tài khoản tại ATM hay không?,"​
Khi thực hiện giao dịch vấn tin tài khoản trên máy ATM của VCB, Quý khách phải trả phí là 500 VNĐ/giao dịch vấn tin tài khoản và 500 VNĐ/ giao dịch in sao kê/ in chứng từ vấn tin tài khoản. Quý khách vui lòng xem chi tiết biểu phí thẻ ghi nợ nội địa VCB được cập nhật
tại đây
​​​​"
Tôi có thể sử dụng thẻ Ghi nợ nội địa Vietcombank để rút tiền mặt bằng mã QR không?,"​
Bạn có thể sử dụng thẻ ghi nợ nội địa Vietcombank để thực hiện rút tiền mặt bằng mã QR (rút tiền không cần sử dụng thẻ vật lý) với điều kiện bạn đã đăng ký và sử dụng dịch vụ VCB Digibank của VCB.
Vui lòng tham khảo các bước hướng dẫn thực hiện rút tiền mặt bằng mã QR
tại đây."
Tôi không muốn sử dụng thẻ Vietcombank trên ứng dụng Moca nữa thì làm thế nào?,"​
Nếu bạn không muốn tiếp tục sử dụng thẻ Vietcombank trên ứng dụng di động MOCA, bạn có thể:
Tự xóa thẻ đã liên kết trên Ứng dụng MOCA bằng cách truy cập mục Danh sách thẻ bên trong ứng dụng và xóa các thẻ Vietcombank đã liên kết trên Ứng dụng MOCA; hoặc
Gọi Hotline của MOCA (1900 6923) đề nghị xóa/ khóa thông tin tài khoản người dùng MOCA của bạn, hoặc
Gọi tới Hotline của VCB hoặc tới các chi nhánh VCB để đề nghị khóa chức năng thanh toán thẻ qua Ứng dụng MOCA."
Tại sao các thẻ của tôi đã liên kết trên Ứng dụng MOCA lại bị chuyển sang trạng thái tạm thời bị khóa?,"​
​​​​Để tránh các trường hợp kẻ gian có thể xâm nhập vào tài khoản MOCA của bạn để thanh toán, các thẻ đã liên kết trên Ứng dụng MOCA sẽ được chuyển sang trạng thái khóa tạm thời trong các trường hợp sau:
Khi bạn đổi điện thoại
Khi bạn nhập sai user password đăng nhập MOCA từ 5 lần
Trong các trường hợp này, bạn sẽ cần nhập lại số thẻ và số OTP được VCB gửi đến số điện thoại đã đăng ký của bạn để xác thực lại thẻ hoặc liên hệ hotline VCB/ MOCA để được hỗ trợ."
"Tôi không nhận được OTP để liên kết thẻ, tôi phải làm sao?","​
​​​​Trong trường hợp này, bạn cần kiểm tra các điểm sau:
Điện thoại cài đặt Ứng dụng MOCA hoạt động bình thường, có kết nối Internet.
Bạn đã đăng ký SMS Banking với VCB (Lưu ý, OTP sẽ được gửi đến số điện thoại đã được bạn đăng ký nhận OTP từ VCB).
Điện thoại gắn SIM đăng ký nhận OTP hoạt động bình thường.
Nếu không được, bạn có thể gọi số Hotline của MOCA (1900 6923) hoặc Hotline của VCB (1900 545413) để được hỗ trợ thêm."
"Tôi đã thực hiện thanh toán trên Ứng dụng MOCA thành công (và đã có tin nhắn thông báo trừ tiền từ VCB) nhưng người bán hàng nói rằng không nhận được thông tin thanh toán của tôi, tôi phải làm sao?","​
Trong trường hợp này, bạn hãy đề nghị người bán hàng kiểm tra lại và gọi tới hotline MOCA số 1900 6923 để được hỗ trợ"
"Khi điện thoại di động bị mất, thất lạc, hư hỏng hoặc phát hiện, nghi ngờ có hiện tượng truy cập trái phép vào Ứng dụng MOCA, hoặc nghi ngờ thông tin tài khoản của Người dùng không còn bảo mật, tôi nên làm gì?","​
Bạn cần thông báo ngay lập tức cho VCB qua số hotline (1900 545413) hoặc số hotline MOCA (1900 6923) để khóa thẻ/ khóa người dùng (user) trên Ứng dụng MOCA và/hoặc khóa thẻ trên toàn bộ các kênh giao
dịch (nếu cần)"
Quy định về cách thức xác thực giao dịch thẻ VCB trên ứng dụng MOCA như thế nào?,"​
a. Giao dịch liên kết thẻ VCB vào ứng dụng MOCA
:
cần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCB
b. Giao dịch thanh toán thẻ VCB trên ứng dụng MOCA
Với giao dịch trên 1.000.000.VNĐ: cần nhập mã OTP do VCB gửi qua SMS đến số điện thoại đăng ký nhận SMS OTP của khách hàng tại VCB.
Với giao dịch dưới hoặc bằng 1.000.000 VNĐ: không yêu cầu xác thực (*)
(*) Yêu cầu về cách thức xác thực có thể thay đổi theo chính sách của Ứng dụng Moca từng thời kỳ."
"Tối đa 1 ngày tôi có thể sử dụng dịch vụ thanh toán thẻ VCB- MOCA để thanh toán hàng hóa dịch vụ bao nhiêu lần, hạn mức bao nhiêu?","​
Dịch vụ thanh toán thẻ VCB - MOCA không giới hạn số lần sử dụng, tuy nhiên để đảm bảo an toàn, chúng tôi có đưa ra một số hạn mức thanh toán như sau:
a. Hạn mức thẻ:
Với thẻ ghi nợ nội địa:
Tối đa 5.000.000 VND/giao dịch/thẻ và 5.000.000 VND/ngày/thẻ.
Nếu muốn nâng hạn mức thanh toán trên Ứng dụng Moca, Chủ thẻ cần phải thực hiện nâng hạn mức thanh toán trên MOCA tại ATM của VCB theo quy định. Sau khi nâng hạn mức thành công, hạn mức thanh toán tối đa của thẻ ghi nợ nội địa VCB trên Ứng dụng MOCA là: tối đa 10.000.000 VND/giao dịch/thẻ và 10.000.000 VND/ngày/thẻ.
Với thẻ ghi nợ quốc tế và thẻ tín dụng quốc tế:
Hạn mức thanh toán mặc định: tối đa 10.000.000 VND/giao dịch/ thẻ và 10.000.000 VND/ngày/thẻ.
b. Hạn mức chủ thẻ
Tổng hạn mức thanh toán tối đa trên Ứng dụng MOCA của một Chủ thẻ (là tổng hạn
mức thanh toán của tất cả các thẻ VCB đã được Chủ thẻ cài đặt vào Ứng dụng MO
CA) là: tối đa 20.000.000 VND/chủ thẻ/ngày
(Lưu ý: Các hạn mức trên có
thể
được VCB thay đổi theo từng thời kỳ)"
Tôi có thể liên kết những loại thẻ nào của VCB trên Ứng dụng MOCA?,"​
Hiện tại, bạn có thể liên kết thẻ ghi nợ (*) nội địa, thẻ ghi nợ quốc tế, thẻ tín dụng quốc tế do VCB phát hành trên Ứng dụng MOCA
(*) Cần đảm bảo thẻ có gắn với tài khoản thanh toán VNĐ."
Tôi có thể liên kết bao nhiêu thẻ VCB trên Ứng dụng MOCA?,"​
Chúng tôi không giới hạn số lượng thẻ liên kết trên Ứng dụng MOCA nhưng mỗi thẻ chỉ được liên kết với 1 người dùng."
"Tôi muốn sử dụng Dịch vụ thanh toán thẻ qua di động VCB – MOCA, tôi phải đăng ký như thế nào?","Để sử dụng Dịch vụ, bạn cần:
Đảm bảo bạn đã đăng ký số điện thoại tại VCB để nhận SMS OTP (cần đăng ký sử dụng dịch vụ SMS Banking/DigiBank của VCB),
Tải Ứng dụng Moca, liên kết thẻ VCB vào ứng dụng & chấp nhận các điều kiện điều khoản sử dụng Dịch vụ thanh toán thẻ qua di động VCB – MOCA của VCB.
Đối với thẻ ghi nợ nội địa, trong trường hợp bạn muốn thanh toán trên Ứng dụng MOCA với hạn mức cao hơn hạn mức mặc định (5.000.000 VND/giao dịch/thẻ và 5.000.000 VND/ngày/thẻ), bạn phải thực hiện đăng ký nâng hạn mức thanh toán trên MOCA tại ATM VCB."
"Tôi không sử dụng thẻ, nhưng lại nhận được tin nhắn báo phát sinh giao dịch. Tôi cần phải làm gì? Tôi có thể nhận lại số tiền đã phát sinh không?","​- Quý khách thực hiện khóa thẻ khẩn cấp theo các cách sau: (1) Gửi SMS đến tổng đài 6167 (2) VCB Digibank trên ứng dụng mobile (3) VCB Digibank trên trình duyệt web(4) Hệ thống khóa thẻ tự động IVR qua tổng đài 1900545413  (5) Điện thoại hotline 24/7 số 1900545413 (6) Tại các điểm giao dịch Vietcombank. Chi tiết
tại đây
- Liên hệ Hotline 1900545413 hoặc đến PGD/CN gần nhất của VCB để thực hiện tra soát giả mạo
- Thực hiện 1 giao dịch tại POS/ATM gần nhất để chứng minh Quý khách vẫn đang cầm thẻ.
- VCB sẽ thực hiện tra soát theo đúng quy định của VCB/TCCMT/TCTQT và sẽ hoàn lại tiền cho khách hàng nếu có đầy đủ chứng từ chứng minh Quý khách không thực hiện giao dịch."
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tài khoản bị trừ tại máy ATM,"'Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố rút tiền không thành công, tài khoản bị trừ tiền tại máy ATM, Qúy khách vui lòng liên hệ với VCB để thực hiện tra soát theo 1  trong các hình thức sau:
- Lập  yêu cầu tra soát trực tuyến trên VCB Digibank đối với KHCN đang sử dụng VCB Digibank;
- Lập yêu cầu tra soát tại các điểm giao dịch của Vietcombank trên toàn quốc;
- Liên hệ Trung tâm hỗ trợ khách hàng của Vietcombank theo số hotline 24/7 là 1900545413 để được hướng dẫn và hỗ trợ.​​​​"
Vì sao tôi thanh toán sao kê thẻ tín dụng trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile của VCB đúng ngày đến hạn nhưng vẫn bị tính là thanh toán không đúng hạn?,"​VCB có quy định về thời gian hệ thống xử lý tổng kết dữ liệu cuối ngày (18h30 hàng ngày), theo đó các giao dịch thực hiện sau thời điểm này sẽ được ghi nhận và hệ thống trong ngày tiếp. Vietcombank đã có thông tin tới quý khách về nội dung này trong các Thông báo sao kê thẻ, các dòng lưu ý trên kênh VCB Digibank trên trình duyệt web/trên ứng dụng mobile. Quý khách vui lòng thanh toán đúng số tiền quy định trước thời gian 18h30 ngày đến hạn  để được hưởng ưu đãi về phí/lãi."
"KH nhận thẻ (tín dụng/ghi nợ) nhưng không sử dụng được tại ATM/POS/chi tiêu online…, KH không biết nguyên nhân vì sao?","​Khách hàng nhận được Thẻ mới phát hành nhưng không sử dụng được có thể do các nguyên nhân sau:
- Thẻ chưa kích hoạt nên chưa chi tiêu được --> Trường hợp này khách hàng có thể tự kích hoạt thẻ bằng các phương thức nhắn tin qua kênh SMS/kênh VCB Digibank trên trình duyệt web/trên ứng dụng mobile hoặc liên hệ Chi nhánh phát hành thẻ/Trung tâm dịch vụ khách hàng (số điện thoại 1900545413) để kiểm tra và được hỗ trợ
- Thẻ chưa mở code Chi tiêu internet để có thể chi tiêu online
--> Trường hợp này khách hàng chủ động mở code trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile hoặc liên hệ Chi nhánh phát hành thẻ/Trung tâm dịch vụ khách hàng (số điện thoại 1900545413) để kiểm tra và được hỗ trợ."
"Tôi bị nuốt thẻ tại ATM, tôi cần phải làm gì để nhận lại được thẻ","1. Thẻ do VCB phát hành
a. Tại CN quản lý ATM/VCBC
- Trong thời hạn ba mươi (30) ngày kể từ ngày thẻ bị thu giữ:
+ KH nhận được tin nhắn tự động từ hệ thống về việc đến nhận lại thẻ tại CN quản lý ATM/VCBC.
+ KH liên hệ CN quản lý ATM/VCBC để được kiểm tra thông tin KH, định danh và nhận bàn giao lại thẻ đã được mở khóa.
- KH liên hệ CN quản lý ATM/VCBC trong trường hợp có thể hỗ trợ trả ngay thẻ bị thu giữ tại ATM theo yêu cầu để được định danh theo quy định hiện và trả lại thẻ.
b. Tại CNPH
- Trường hợp thẻ VCB bị thu giữ tại ATM của VCB: Trong thời hạn ba mươi (30) ngày kể từ ngày thẻ bị giữ:
+ Chủ thẻ liên hệ với CN quản lý ATM/VCBC để nhận lại
thẻ.
+ Chủ thẻ liên hệ với CNPH để được định danh, và nhận lại thẻ.
- Trường hợp thẻ VCB bị thu giữ tại ATM của ngân hàng khác: Trong thời hạn mười (10) ngày làm việc kể từ ngày thẻ bị thu giữ và KH yêu cầu nhận lại thẻ tại CN của VCB/TCTTT:
+ Nếu TCTTT cho phép trả thẻ trực tiếp tại NHTT, KH mang CMND/CCCD/Hộ chiếu cùng Giấy xác nhận chủ thẻ (do CNPH cung cấp) đến nhận thẻ tại TCTTT.
+ Nếu KH muốn nhận thẻ tại một CN bất kỳ của VCB, KH liên hệ CN để được định danh và nhận lại thẻ.
+ Nếu KH yêu cầu phát hành thẻ mới hoặc việc trả thẻ của các TCTTT không đáp ứng được yêu cầu của KH: KH hủy thẻ cũ và liên hệ CNPH để phát hành thẻ thay thế.
2. Chủ thẻ của ngân hàng khác
a. Tại CN quản lý ATM/VCBC
- Trong thời hạn ba mươi (30) ngày làm việc kể từ ngày thẻ bị thu giữ tại ATM của VCB, KH liên hệ CN/VCBC kiểm tra, đối chiếu thông tin và nhận bàn giao lại thẻ.
b. Tại các CN
- Trong thời hạn mười (10) ngày làm việc kể từ ngày thẻ bị thu giữ tại ATM của VCB, KH mang CMND/CCCD/Hộ chiếu và Giấy xác nhận do TCPHT của chủ thẻ xác nhận đến nhận thẻ tại CN quản lý ATM/VCBC của VCB.
- Ngoài thời hạn nói trên, KH liên hệ với TCPHT để phát hành thẻ thay thế."
"Tôi bị mất thẻ, đã báo khóa thẻ qua Hotline bây giờ tôi đã tìm được thẻ, có nhu cầu mở khóa thẻ thì phải làm như nào?","​
Khách hàng có thể chủ động hoặc được hỗ trợ mở khóa thẻ trên các kênh sau:
1. VCB Digibank trên ứng dụng mobile
2. VCB Digibank trên trình duyệt web
3. Tại các điểm giao dịch Vietcombank."
Tại sao buổi tối tôi chỉ thực hiện rút tiền được 2 giao dịch thành công tại cây ATM của ngân hàng khác ?,"​Để đảm bảo an toàn cho giao dịch thẻ của khách hàng tại ATM, theo quy định của Ngân hàng Nhà nước về  giám sát chặt chẽ các giao dịch rút tiền vào ban đêm, trong khoảng thời gian 19h-7h hàng ngày, khách hàng chỉ có thể thực hiện được 02 giao dịch rút tiền khi giao dịch tại ATM của ngân hàng khác.
Tại các ATM của Vietcombank, khách hàng không bị giới hạn số lượng giao dịch như trên."
